region,zone,district,traditional_authority,facility_name,datim_code,system,hsector,period,reporting_period,sub_groups,new_women_registered,total_women_in_booking_cohort,not_tested_for_syphilis,syphilis_negative,syphilis_positive,hiv_status_not_ascertained,previous_negative,previous_positive,new_negative,new_positive,not_on_cpt,on_cpt,no_ar_vs,already_on_art_when_starting_anc,started_art_at_0_27_weeks_of_pregnancy,started_art_at_28_weeks_of_preg,no_ar_vs_dispensed_for_infant,ar_vs_dispensed_for_infant
Southern Region,South East Zone,Mulanje,TA Mabuka,Milonde Health Centre,X4WXtwY28IM,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,76,19,53,4,0,0,6,68,2,0,8,0,6,2,0,0,8
Southern Region,South East Zone,Mulanje,TA Mabuka,Mpala Health Centre,xfPgYGLHJtl,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),249,NA,NA,NA,NA,0,0,23,217,9,NA,NA,0,23,3,6,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Mpala Health Centre,xfPgYGLHJtl,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,227,60,156,11,0,0,12,203,12,4,20,2,12,8,2,12,12
Southern Region,South East Zone,Mulanje,TA Mabuka,Mpala Health Centre,xfPgYGLHJtl,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),186,NA,NA,NA,NA,0,0,8,172,6,NA,NA,0,8,2,4,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Mpala Health Centre,xfPgYGLHJtl,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,185,28,153,4,0,175,6,0,4,1,9,0,6,2,2,3,7
Southern Region,South East Zone,Mulanje,TA Mabuka,Mpala Health Centre,xfPgYGLHJtl,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),200,NA,NA,NA,NA,2,0,17,177,4,NA,NA,1,17,2,1,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Mpala Health Centre,xfPgYGLHJtl,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,161,2,155,4,0,0,11,149,1,0,12,0,11,0,1,1,11
Southern Region,South East Zone,Mulanje,TA Mabuka,Thembe Health Centre,gHUV1UQt9ay,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),36,NA,NA,NA,NA,6,0,2,27,1,NA,NA,0,2,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Thembe Health Centre,gHUV1UQt9ay,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,35,2,33,0,2,0,0,32,1,1,0,1,0,0,0,1,0
Southern Region,South East Zone,Mulanje,TA Mabuka,Thembe Health Centre,gHUV1UQt9ay,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),42,NA,NA,NA,NA,11,0,4,26,1,NA,NA,0,4,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Thembe Health Centre,gHUV1UQt9ay,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,34,0,32,2,0,0,3,29,2,0,5,0,3,1,1,0,5
Southern Region,South East Zone,Mulanje,TA Mabuka,Thembe Health Centre,gHUV1UQt9ay,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),35,NA,NA,NA,NA,15,0,4,16,0,NA,NA,0,4,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Thembe Health Centre,gHUV1UQt9ay,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,32,2,27,3,2,0,5,25,0,0,5,0,5,0,0,0,5
Southern Region,South East Zone,Mulanje,TA Mabuka,Chinyama Health Centre,czrJydKWpix,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),86,NA,NA,NA,NA,0,0,6,76,4,NA,NA,0,6,4,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Chinyama Health Centre,czrJydKWpix,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,101,0,91,10,0,0,8,91,2,0,10,0,8,2,0,0,10
Southern Region,South East Zone,Mulanje,TA Mabuka,Chinyama Health Centre,czrJydKWpix,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),77,NA,NA,NA,NA,0,0,5,71,1,NA,NA,0,5,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Chinyama Health Centre,czrJydKWpix,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,61,0,57,4,0,0,2,59,0,0,2,0,2,0,0,0,2
Southern Region,South East Zone,Mulanje,TA Mabuka,Chinyama Health Centre,czrJydKWpix,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),74,NA,NA,NA,NA,0,0,5,69,0,NA,NA,0,5,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Chinyama Health Centre,czrJydKWpix,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,80,0,71,9,0,0,4,70,6,0,10,0,4,4,2,0,10
Southern Region,South East Zone,Mulanje,TA Mabuka,Dzenje Maternity,kgbGcndnc5j,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),43,NA,NA,NA,NA,1,4,0,38,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Dzenje Maternity,kgbGcndnc5j,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,TA Mabuka,Dzenje Maternity,kgbGcndnc5j,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),44,NA,NA,NA,NA,0,0,6,36,2,NA,NA,0,6,2,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Dzenje Maternity,kgbGcndnc5j,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,TA Mabuka,Dzenje Maternity,kgbGcndnc5j,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),48,NA,NA,NA,NA,0,0,4,43,1,NA,NA,0,4,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Dzenje Maternity,kgbGcndnc5j,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,44,1,43,0,0,2,4,37,1,0,5,0,4,1,0,0,5
Southern Region,South East Zone,Mulanje,TA Mabuka,Minimini Dispensary,hNJ4kE7afZ4,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Minimini Dispensary,hNJ4kE7afZ4,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,TA Mabuka,Minimini Dispensary,hNJ4kE7afZ4,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Minimini Dispensary,hNJ4kE7afZ4,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,TA Mabuka,Minimini Dispensary,hNJ4kE7afZ4,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Minimini Dispensary,hNJ4kE7afZ4,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,TA Juma,Namphungo Health Centre,KKfoimiNFuO,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),98,NA,NA,NA,NA,0,0,13,84,1,NA,NA,0,13,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Namphungo Health Centre,KKfoimiNFuO,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,75,2,70,3,0,0,2,72,1,2,1,0,2,1,0,2,1
Southern Region,South East Zone,Mulanje,TA Juma,Namphungo Health Centre,KKfoimiNFuO,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),87,NA,NA,NA,NA,0,0,11,75,1,NA,NA,0,11,0,1,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Namphungo Health Centre,KKfoimiNFuO,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,56,5,51,0,1,0,3,52,0,1,2,0,3,0,0,1,2
Southern Region,South East Zone,Mulanje,TA Juma,Namphungo Health Centre,KKfoimiNFuO,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),88,NA,NA,NA,NA,0,0,4,83,1,NA,NA,0,4,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Namphungo Health Centre,KKfoimiNFuO,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,93,6,84,3,0,0,4,89,0,0,4,0,4,0,0,1,3
Southern Region,South East Zone,Mulanje,TA Juma,Thuchila Health Centre,zr615xMeVuU,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),209,NA,NA,NA,NA,0,0,20,180,9,NA,NA,0,20,9,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Thuchila Health Centre,zr615xMeVuU,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,171,4,163,4,0,3,21,142,5,0,26,0,21,5,0,0,26
Southern Region,South East Zone,Mulanje,TA Juma,Thuchila Health Centre,zr615xMeVuU,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),165,NA,NA,NA,NA,0,0,13,147,5,NA,NA,0,13,4,1,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Thuchila Health Centre,zr615xMeVuU,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,149,1,148,0,0,0,9,136,4,0,13,0,9,3,1,0,13
Southern Region,South East Zone,Mulanje,TA Juma,Thuchila Health Centre,zr615xMeVuU,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),148,NA,NA,NA,NA,0,0,12,134,2,NA,NA,0,12,2,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Thuchila Health Centre,zr615xMeVuU,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,169,0,165,4,0,0,10,147,12,0,22,0,10,11,1,0,22
Southern Region,South East Zone,Mulanje,TA Juma,Namulenga Health Centre,H0n14N138N5,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),43,NA,NA,NA,NA,4,0,6,33,0,NA,NA,1,5,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Namulenga Health Centre,H0n14N138N5,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,73,0,70,3,0,1,3,63,6,0,9,0,3,5,1,0,9
Southern Region,South East Zone,Mulanje,TA Juma,Namulenga Health Centre,H0n14N138N5,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),32,NA,NA,NA,NA,0,0,1,30,1,NA,NA,1,0,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Namulenga Health Centre,H0n14N138N5,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,51,6,41,4,6,1,1,38,5,0,6,0,1,5,0,0,6
Southern Region,South East Zone,Mulanje,TA Juma,Namulenga Health Centre,H0n14N138N5,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),23,NA,NA,NA,NA,0,0,2,21,0,NA,NA,1,1,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Namulenga Health Centre,H0n14N138N5,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,52,1,49,2,2,0,7,42,1,1,7,1,7,0,0,1,7
Southern Region,South East Zone,Mulanje,TA Juma,Mkomaola Health Centre,pX5iOYPs4ll,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),32,NA,NA,NA,NA,0,0,5,27,0,NA,NA,0,5,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Mkomaola Health Centre,pX5iOYPs4ll,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,48,1,47,0,0,0,1,46,1,0,2,0,1,1,0,0,2
Southern Region,South East Zone,Mulanje,TA Juma,Mkomaola Health Centre,pX5iOYPs4ll,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),32,NA,NA,NA,NA,0,0,5,27,0,NA,NA,0,5,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Mkomaola Health Centre,pX5iOYPs4ll,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,46,0,45,1,0,0,0,41,5,0,5,0,0,5,0,0,5
Southern Region,South East Zone,Mulanje,TA Juma,Mkomaola Health Centre,pX5iOYPs4ll,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),32,NA,NA,NA,NA,0,0,3,29,0,NA,NA,0,3,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Juma,Mkomaola Health Centre,pX5iOYPs4ll,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,30,5,25,0,0,0,6,24,0,0,6,0,0,0,6,0,6
Southern Region,South East Zone,Mulanje,TA Laston Njema,Namasalima Health Centre Mulanje,s5HNGZBXlrJ,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),107,NA,NA,NA,NA,5,0,9,87,6,NA,NA,0,9,4,2,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Namasalima Health Centre Mulanje,s5HNGZBXlrJ,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,106,41,58,7,1,1,15,84,5,0,20,0,15,5,0,2,18
Southern Region,South East Zone,Mulanje,TA Laston Njema,Namasalima Health Centre Mulanje,s5HNGZBXlrJ,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),101,NA,NA,NA,NA,3,0,12,82,4,NA,NA,5,7,2,2,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Namasalima Health Centre Mulanje,s5HNGZBXlrJ,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,95,11,79,5,0,0,19,73,3,0,22,0,19,3,0,1,21
Southern Region,South East Zone,Mulanje,TA Laston Njema,Namasalima Health Centre Mulanje,s5HNGZBXlrJ,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),119,NA,NA,NA,NA,1,0,12,100,6,NA,NA,7,5,5,1,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Namasalima Health Centre Mulanje,s5HNGZBXlrJ,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,88,8,73,7,0,0,11,76,1,0,12,1,10,1,0,3,9
Southern Region,South East Zone,Mulanje,TA Laston Njema,Naphimba Health Centre,sGiUmvy0q1L,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),34,NA,NA,NA,NA,0,0,1,33,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Naphimba Health Centre,sGiUmvy0q1L,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,59,0,58,1,0,0,6,53,0,0,6,0,6,0,0,0,6
Southern Region,South East Zone,Mulanje,TA Laston Njema,Naphimba Health Centre,sGiUmvy0q1L,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),63,NA,NA,NA,NA,0,0,5,55,3,NA,NA,6,2,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Naphimba Health Centre,sGiUmvy0q1L,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,45,0,42,3,0,0,9,35,1,0,10,0,9,1,0,0,10
Southern Region,South East Zone,Mulanje,TA Laston Njema,Naphimba Health Centre,sGiUmvy0q1L,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),70,NA,NA,NA,NA,0,0,4,64,2,NA,NA,4,1,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Naphimba Health Centre,sGiUmvy0q1L,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,68,9,57,2,0,3,7,55,3,0,10,0,7,2,1,1,9
Southern Region,South East Zone,Mulanje,TA Laston Njema,Muloza Health Centre,kgmarxcvigO,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),198,NA,NA,NA,NA,5,0,34,155,4,NA,NA,4,34,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Muloza Health Centre,kgmarxcvigO,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,104,1,93,10,0,0,21,81,2,0,23,4,17,2,0,0,23
Southern Region,South East Zone,Mulanje,TA Laston Njema,Muloza Health Centre,kgmarxcvigO,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),118,NA,NA,NA,NA,0,0,23,93,2,NA,NA,4,19,2,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Muloza Health Centre,kgmarxcvigO,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,113,0,102,11,0,0,19,89,5,5,19,3,18,3,0,7,17
Southern Region,South East Zone,Mulanje,TA Laston Njema,Muloza Health Centre,kgmarxcvigO,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),123,NA,NA,NA,NA,0,0,17,103,3,NA,NA,7,11,2,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Laston Njema,Muloza Health Centre,kgmarxcvigO,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,108,4,91,13,0,0,14,90,4,4,14,4,11,3,0,2,16
Southern Region,South East Zone,Mulanje,Mulanje Boma,Friends Of Mulanje (fomo),swpiQQAxtrN,e-mastercard,Private,2019 Q4,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,Mulanje Boma,Friends Of Mulanje (fomo),swpiQQAxtrN,e-mastercard,Private,2019 Q4,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,Mulanje Boma,Friends Of Mulanje (fomo),swpiQQAxtrN,e-mastercard,Private,2019 Q4,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,Mulanje Boma,Friends Of Mulanje (fomo),swpiQQAxtrN,e-mastercard,Private,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Mulanje,Mulanje Boma,Friends Of Mulanje (fomo),swpiQQAxtrN,e-mastercard,Private,2019 Q4,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Mulanje,Mulanje Boma,Friends Of Mulanje (fomo),swpiQQAxtrN,e-mastercard,Private,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Phalombe,TA Kaduya,Migowi Health Centre,rccWTlNjQqi,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),180,NA,NA,NA,NA,0,0,16,162,2,NA,NA,0,16,1,1,NA,NA
Southern Region,South East Zone,Phalombe,TA Kaduya,Migowi Health Centre,rccWTlNjQqi,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,142,7,130,5,0,0,12,121,9,0,21,0,12,9,0,0,21
Southern Region,South East Zone,Phalombe,TA Kaduya,Migowi Health Centre,rccWTlNjQqi,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),148,NA,NA,NA,NA,0,0,13,130,5,NA,NA,0,13,5,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Kaduya,Migowi Health Centre,rccWTlNjQqi,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,198,0,185,13,0,0,26,161,11,0,37,0,26,11,0,0,37
Southern Region,South East Zone,Phalombe,TA Kaduya,Migowi Health Centre,rccWTlNjQqi,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),171,NA,NA,NA,NA,0,0,14,152,5,NA,NA,0,14,5,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Kaduya,Migowi Health Centre,rccWTlNjQqi,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,174,0,163,11,0,0,21,146,7,0,28,0,21,4,3,0,28
Southern Region,South East Zone,Phalombe,TA Kaduya,Kalinde Health Centre,MZNemvjBjSa,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),85,NA,NA,NA,NA,0,0,11,73,1,NA,NA,0,11,1,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Kaduya,Kalinde Health Centre,MZNemvjBjSa,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,77,0,68,9,0,0,8,69,0,0,8,0,8,0,0,0,8
Southern Region,South East Zone,Phalombe,TA Kaduya,Kalinde Health Centre,MZNemvjBjSa,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),82,NA,NA,NA,NA,0,0,5,77,0,NA,NA,0,5,0,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Kaduya,Kalinde Health Centre,MZNemvjBjSa,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,84,0,79,5,0,0,11,67,6,0,17,0,11,6,0,0,17
Southern Region,South East Zone,Phalombe,TA Kaduya,Kalinde Health Centre,MZNemvjBjSa,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),87,NA,NA,NA,NA,0,0,8,77,2,NA,NA,0,8,2,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Kaduya,Kalinde Health Centre,MZNemvjBjSa,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,48,0,43,5,0,0,7,37,4,0,11,0,7,4,0,0,11
Southern Region,South East Zone,Phalombe,TA Chiwalo,Nambazo Health Centre,V5cAQ1G3m0U,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),236,NA,NA,NA,NA,0,0,10,225,1,NA,NA,0,10,1,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Chiwalo,Nambazo Health Centre,V5cAQ1G3m0U,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,292,0,288,4,0,0,25,260,7,0,32,0,25,7,0,0,32
Southern Region,South East Zone,Phalombe,TA Chiwalo,Nambazo Health Centre,V5cAQ1G3m0U,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),256,NA,NA,NA,NA,0,0,21,230,5,NA,NA,0,21,5,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Chiwalo,Nambazo Health Centre,V5cAQ1G3m0U,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,221,0,220,1,0,0,34,185,2,0,36,0,34,2,0,0,36
Southern Region,South East Zone,Phalombe,TA Chiwalo,Nambazo Health Centre,V5cAQ1G3m0U,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),252,NA,NA,NA,NA,0,0,9,236,7,NA,NA,0,9,7,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Chiwalo,Nambazo Health Centre,V5cAQ1G3m0U,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,207,0,200,7,0,0,16,183,8,0,24,0,16,8,0,0,24
Southern Region,South East Zone,Phalombe,TA Nazombe,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),18,NA,NA,NA,NA,0,0,3,15,0,NA,NA,0,3,0,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,18,0,16,2,0,0,3,15,0,0,3,0,3,0,0,0,3
Southern Region,South East Zone,Phalombe,TA Nazombe,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),15,NA,NA,NA,NA,0,0,1,14,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,29,0,29,0,0,23,1,5,0,0,1,0,1,0,0,0,1
Southern Region,South East Zone,Phalombe,TA Nazombe,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),15,NA,NA,NA,NA,0,0,2,13,0,NA,NA,0,2,0,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Nazombe Health Centre (gogo Nazombe),SkViBNqPSLv,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,24,0,23,1,0,1,1,22,0,0,1,0,1,0,0,0,1
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Maternity,iPYZzzO0VV8,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),158,NA,NA,NA,NA,1,0,10,145,2,NA,NA,0,10,2,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Maternity,iPYZzzO0VV8,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,148,7,132,9,0,0,12,135,1,0,13,0,12,1,0,0,13
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Maternity,iPYZzzO0VV8,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),122,NA,NA,NA,NA,0,0,11,109,2,NA,NA,0,11,2,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Maternity,iPYZzzO0VV8,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,136,1,134,1,0,0,10,124,2,0,12,0,10,2,0,0,12
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Maternity,iPYZzzO0VV8,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),121,NA,NA,NA,NA,0,0,12,108,1,NA,NA,0,12,1,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Maternity,iPYZzzO0VV8,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,152,6,140,6,1,0,6,143,2,0,8,0,6,2,0,0,8
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Cham Health Centre,Hpyi7uZXoTg,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),56,NA,NA,NA,NA,1,0,5,50,0,NA,NA,0,5,0,0,NA,NA
Southern Region,South East Zone,Phalombe,TA Nazombe,Chiringa Cham Health Centre,Hpyi7uZXoTg,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,57,11,44,2,0,0,2,51,4,0,6,0,2,4,0,0,6
